1,University of California, Berkeley
3,Princeton University
5,California Institute of Technology
7,University of Cambridge
9,The University of Tokyo
11,University of California, Los Angeles
13,Columbia University
15,Cornell University
17,University of California, Santa Barbara
19,University of Michigan-Ann Arbor
21,Johns Hopkins University
23,University of Paris-Sud (Paris 11)
25,University of Wisconsin - Madison
27,The Imperial College of Science, Technology and Medicine
29,University of Pennsylvania
31,University of Maryland, College Park
33,University of Geneva
35,Nagoya University
37,The University of Edinburgh
39,Heidelberg University
41,Texas A&M University
43,Peking University
45,Utrecht University
47,Swiss Federal Institute of Technology Lausanne
49,Purdue University - West Lafayette
51,Carnegie Mellon University
53,Durham University
55,King Abdulaziz University
57,Osaka University
59,Technical University Munich
61,The Australian National University
63,The Ohio State University - Columbus
65,University of Bonn
67,University of British Columbia
69,University of California, Santa Cruz
71,University of Massachusetts Amherst
73,University of Strasbourg
75,Weizmann Institute of Science
77,Aix Marseille University
79,Boston University
81,Iowa State University
83,Karlsruhe Institute of Technology (KIT)
85,RWTH Aachen University
87,Tokyo Institute of Technology
89,University of Bern
91,University of California, Riverside
93,University of Hawaii at Manoa
95,University of Muenster
97,University of Tennessee - Knoxville
99,University of Zurich
2,Harvard University
4,Stanford University
6,Massachusetts Institute of Technology (MIT)
8,Swiss Federal Institute of Technology Zurich
10,University of Colorado at Boulder
12,University of Oxford
14,Pierre and Marie  Curie University - Paris 6
16,University of Chicago
18,Kyoto University
20,Northwestern University
22,Yale University
24,University of Washington
26,University of California, San Diego
28,The University of Texas at Austin
30,The University of Manchester
32,University of California, Irvine
34,University of Minnesota, Twin Cities
36,University of Illinois at Urbana-Champaign
38,University of Toronto
40,Rice University
42,Pennsylvania State University - University Park
44,University of Munich
46,Georgia Institute of Technology
48,University of Arizona
50,Tohoku University
52,Duke University
54,Ecole Normale Superieure - Paris
56,Moscow State University
58,Rutgers, The State University of New Jersey - New Brunswick
60,Technion-Israel Institute of Technology
62,The Hebrew University of Jerusalem
64,University College London
66,University of Bristol
68,University of California, Davis
70,University of Copenhagen
72,University of Science and Technology of China
74,University of Warwick
76,Aarhus University
78,Autonomous University of Madrid
80,Brown University
82,Joseph Fourier University (Grenoble 1)
84,New York University
86,Seoul National University
88,Tsinghua University
90,University of Bologna
92,University of Florida
94,University of Helsinki
96,University of Southampton
98,University of Wuerzburg
100,University Paris Diderot - Paris 7
